image_name,target
ISIC_0052060,0.0351679020786171
ISIC_0052349,0.0265848184076108
ISIC_0058510,0.028502381630820754
ISIC_0073313,0.030733071466354848
ISIC_0073502,0.0324100742504344
ISIC_0074618,0.038391840282426835
ISIC_0076801,0.04343623856762124
ISIC_0077586,0.03831185457442856
ISIC_0082004,0.03536505436155815
ISIC_0082785,0.0336173117143158
ISIC_0085332,0.025799323987896444
ISIC_0087243,0.030783106614483365
ISIC_0088167,0.031116475137564856
ISIC_0089356,0.0328895914650464
ISIC_0090283,0.042784371583318714
ISIC_0092481,0.03470510985799065
ISIC_0095455,0.028976392512120246
ISIC_0095790,0.03899614640715361
ISIC_0097719,0.08446178065765803
ISIC_0099348,0.046083101347403524
ISIC_0101040,0.03311421518360233
ISIC_0101383,0.029200618476146224
ISIC_0105104,0.19875246341967107
ISIC_0108196,0.03779349474475384
ISIC_0112420,0.4559106395862007
ISIC_0114232,0.02587716672265053
ISIC_0115798,0.03631425147079659
ISIC_0116844,0.028560542539340976
ISIC_0126432,0.027678349613944248
ISIC_0131485,0.030230488371241572
ISIC_0131912,0.026497221921319966
ISIC_0131978,0.04783984495591927
ISIC_0139322,0.029308318671680926
ISIC_0142066,0.032009844471474175
ISIC_0143109,0.03213149255821181
ISIC_0148210,0.03589980118693485
ISIC_0148937,0.04266273147991228
ISIC_0150213,0.033591683144023415
ISIC_0152553,0.02923747496066094
ISIC_0153127,0.033784433878910544
ISIC_0154289,0.03667247039693308
ISIC_0155813,0.09095225776033974
ISIC_0155983,0.29829705015551
ISIC_0157088,0.025738002553299808
ISIC_0158761,0.024926781428595828
ISIC_0161963,0.04070643074734383
ISIC_0165178,0.041736938242035865
ISIC_0165230,0.0331852147250967
ISIC_0165615,0.03050394116122427
ISIC_0165617,0.028878778785184765
ISIC_0165674,0.026548464406962395
ISIC_0165928,0.030051927032910635
ISIC_0166561,0.029605033832878585
ISIC_0168125,0.030171257068152428
ISIC_0169378,0.047436937843245514
ISIC_0169575,0.03280928790627194
ISIC_0169906,0.17933308778595733
ISIC_0171865,0.08348365379875661
ISIC_0172678,0.03316149566753006
ISIC_0174800,0.033688287214412596
ISIC_0175014,0.05771487352499695
ISIC_0175798,0.060520674512369144
ISIC_0176152,0.040108555555144504
ISIC_0177083,0.0331272967129302
ISIC_0178235,0.14230742489112663
ISIC_0178258,0.03814075273247136
ISIC_0178428,0.06545594554491271
ISIC_0178741,0.0675275992274332
ISIC_0180057,0.0357616515467309
ISIC_0182213,0.32933714064474107
ISIC_0183334,0.034875830725593096
ISIC_0183449,0.08473966944510039
ISIC_0183658,0.0275250809265172
ISIC_0183771,0.04404043720307589
ISIC_0186715,0.04477201798426819
ISIC_0187786,0.026657502350146772
ISIC_0188485,0.03203203678847923
ISIC_0191895,0.0683902681289444
ISIC_0192184,0.04301841278141117
ISIC_0192807,0.028080524908382413
ISIC_0193289,0.2800774496918678
ISIC_0194115,0.03319950254786911
ISIC_0195744,0.034568698513861656
ISIC_0195995,0.0250056292933382
ISIC_0196159,0.048481452785902976
ISIC_0196622,0.02806968572037792
ISIC_0196807,0.03792454978073836
ISIC_0197182,0.02446492631958304
ISIC_0197440,0.07460795738436414
ISIC_0197860,0.05849666744450683
ISIC_0198376,0.03041178990600729
ISIC_0198622,0.030691952731363294
ISIC_0199195,0.032304907304620746
ISIC_0199718,0.026249475404421043
ISIC_0199780,0.03437686043750715
ISIC_0200120,0.38497288973180765
ISIC_0204399,0.033050680563269624
ISIC_0204875,0.03312723527890301
ISIC_0205627,0.031236412726378632
ISIC_0206261,0.03151447581546879
ISIC_0206934,0.13434015516622164
ISIC_0207197,0.05112863401921463
ISIC_0208233,0.07871289107495841
ISIC_0209640,0.033270649640744686
